Token,Date,Open,High,Low,Close,Volume,Market Cap
Credits,11/4/2019,0.079866,0.087752,0.07762,0.084922,"2,333,573","15,793,854"
Credits,11/3/2019,0.089373,0.090715,0.078044,0.084476,"2,968,866","15,710,837"
Credits,11/2/2019,0.087468,0.095157,0.078098,0.080814,"2,792,805","15,029,948"
Credits,11/1/2019,0.089769,0.096517,0.081437,0.087675,"1,166,259","16,222,608"
Credits,10/31/2019,0.091573,0.099149,0.08739,0.093296,"2,937,587","17,262,660"
Credits,10/30/2019,0.100938,0.102179,0.086794,0.095609,"3,104,724","17,690,485"
Credits,10/29/2019,0.095036,0.102507,0.084997,0.101966,"5,474,699","18,866,759"
Credits,10/28/2019,0.089627,0.101726,0.083453,0.095068,"7,809,214","17,428,675"
Credits,10/27/2019,0.090822,0.098365,0.083419,0.089858,"8,799,383","16,473,483"
Credits,10/26/2019,0.083892,0.101435,0.080831,0.091113,"3,167,974","16,703,628"
Credits,10/25/2019,0.084408,0.097259,0.081068,0.089262,"3,416,680","16,364,166"
Credits,10/24/2019,0.085811,0.087571,0.082562,0.084408,"1,612,425","15,474,377"
Credits,10/23/2019,0.085599,0.090337,0.08332,0.085811,"2,141,400","15,731,607"
Credits,10/22/2019,0.080851,0.088483,0.079108,0.08563,"1,802,903","14,392,468"
Credits,10/21/2019,0.080528,0.083314,0.079086,0.081072,"1,280,217","13,626,322"
Credits,10/20/2019,0.079945,0.081946,0.074631,0.080528,"1,224,134","13,534,892"
Credits,10/19/2019,0.082383,0.083423,0.075826,0.076803,"989,796","12,908,910"
Credits,10/18/2019,0.094412,0.095408,0.077082,0.082931,"1,330,469","13,938,837"
Credits,10/17/2019,0.07944,0.094871,0.077894,0.094412,"1,777,665","15,868,593"
Credits,10/16/2019,0.084334,0.085901,0.077254,0.079514,"1,727,295","13,364,616"
Credits,10/15/2019,0.088277,0.089678,0.081164,0.08419,"1,972,413","14,150,509"
Credits,10/14/2019,0.082619,0.089244,0.081065,0.088065,"2,128,691","14,801,706"
Credits,10/13/2019,0.085549,0.08826,0.080518,0.082619,"1,417,238","13,886,470"
Credits,10/12/2019,0.087229,0.090146,0.081963,0.086905,"1,550,642","14,606,831"
Credits,10/11/2019,0.082984,0.091696,0.080424,0.08755,"1,735,084","14,715,279"
Credits,10/10/2019,0.089688,0.091817,0.074451,0.080493,"2,244,646","13,529,068"
Credits,10/9/2019,0.085785,0.092315,0.074816,0.091361,"3,075,111","15,346,589"
Credits,10/8/2019,0.082377,0.08739,0.08211,0.085785,"2,031,645","14,410,046"
Credits,10/7/2019,0.082252,0.083396,0.077767,0.082441,"5,499,338","13,840,087"
Credits,10/6/2019,0.083177,0.087782,0.080805,0.081457,"2,812,386","13,668,737"
Credits,10/5/2019,0.087553,0.088901,0.08232,0.083343,"1,023,720","13,985,136"
Credits,10/4/2019,0.087209,0.090272,0.084791,0.087553,"1,468,271","14,691,579"
Credits,10/3/2019,0.094006,0.095536,0.084997,0.088402,"1,111,232","14,834,023"
Credits,10/2/2019,0.093396,0.100982,0.088835,0.093792,"1,048,651","15,738,640"
Credits,10/1/2019,0.090574,0.09836,0.078776,0.093396,"1,023,092","15,672,102"
Credits,9/30/2019,0.097553,0.100617,0.083791,0.09194,"1,119,212","15,427,821"
Credits,9/29/2019,0.093505,0.095625,0.082115,0.095625,"610,902","16,046,222"
Credits,9/28/2019,0.093103,0.095223,0.09005,0.093295,"1,904,153","15,655,153"
Credits,9/27/2019,0.079881,0.095023,0.064384,0.094264,"1,481,035","15,817,772"
Credits,9/26/2019,0.080139,0.08476,0.075626,0.080268,"2,063,725","13,469,234"
Credits,9/25/2019,0.068318,0.087369,0.061735,0.080139,"1,339,905","13,447,469"
Credits,9/24/2019,0.090724,0.103212,0.063638,0.068309,"1,381,254","11,462,523"
Credits,9/23/2019,0.11313,0.116501,0.087594,0.096379,"1,192,756","16,172,666"
Credits,9/22/2019,0.11847,0.123558,0.108537,0.111768,"1,244,572","18,744,799"
Credits,9/21/2019,0.114461,0.130487,0.110302,0.117722,"1,042,365","19,743,327"
Credits,9/20/2019,0.131313,0.137793,0.112978,0.11976,"1,729,839","20,085,105"
Credits,9/19/2019,0.129834,0.138471,0.124215,0.133268,"5,371,478","22,350,627"
Credits,9/18/2019,0.129542,0.133525,0.106097,0.129103,"2,390,182","21,652,032"
Credits,9/17/2019,0.115708,0.132769,0.105762,0.130138,"2,285,649","21,825,740"
Credits,9/16/2019,0.104444,0.117765,0.104059,0.116367,"5,021,063","19,516,043"
Credits,9/15/2019,0.108637,0.111016,0.101977,0.105642,"1,083,570","17,667,218"
Credits,9/14/2019,0.105324,0.108769,0.102864,0.10871,"1,418,085","18,180,338"
Credits,9/13/2019,0.112046,0.113289,0.090133,0.105363,"1,223,925","17,620,442"
Credits,9/12/2019,0.104625,0.116704,0.095743,0.112046,"1,375,279","18,738,108"
Credits,9/11/2019,0.105405,0.110333,0.096408,0.105108,"1,564,806","17,577,816"
Credits,9/10/2019,0.117127,0.11997,0.104508,0.105405,"1,485,463","17,627,462"
Credits,9/9/2019,0.119433,0.130876,0.104037,0.117953,"2,484,592","19,725,947"
Credits,9/8/2019,0.12015,0.131259,0.102076,0.119433,"1,825,897","19,973,603"
Credits,9/7/2019,0.121424,0.127228,0.101534,0.117778,"1,408,179","19,696,757"
Credits,9/6/2019,0.122493,0.128778,0.115183,0.120884,"2,426,223","20,216,253"
Credits,9/5/2019,0.098775,0.126964,0.097589,0.122493,"1,705,622","20,485,310"
Credits,9/4/2019,0.101374,0.102336,0.097109,0.09916,"1,354,377","16,583,095"
Credits,9/3/2019,0.097463,0.102961,0.095048,0.101176,"1,383,638","16,920,311"
Credits,9/2/2019,0.094099,0.100913,0.092678,0.096406,"1,578,136","16,122,586"
Credits,9/1/2019,0.088066,0.096653,0.077684,0.094073,"1,625,969","15,732,380"
Credits,8/31/2019,0.085574,0.089401,0.080909,0.08799,"1,544,367","14,715,053"
Credits,8/30/2019,0.083753,0.086389,0.080901,0.085285,"1,129,705","14,262,732"
Credits,8/29/2019,0.085558,0.088105,0.081466,0.083753,"1,216,885","14,006,594"
Credits,8/28/2019,0.085623,0.094006,0.08142,0.0859,"1,700,036","14,365,543"
Credits,8/27/2019,0.07884,0.087397,0.070044,0.086074,"1,047,420","14,394,697"
Credits,8/26/2019,0.063745,0.08008,0.059518,0.08008,"1,072,761","13,284,730"
Credits,8/25/2019,0.067829,0.071888,0.060819,0.064809,"872,937","10,751,310"
Credits,8/24/2019,0.068116,0.068894,0.064833,0.067829,"2,431,914","11,252,407"
Credits,8/23/2019,0.065494,0.070686,0.064392,0.068065,"877,103","11,291,443"
Credits,8/22/2019,0.05455,0.065806,0.051934,0.065494,"1,122,075","10,827,383"
Credits,8/21/2019,0.053436,0.056472,0.051787,0.05455,"910,304","9,005,388"
Credits,8/20/2019,0.054086,0.056667,0.052003,0.053436,"828,166","8,812,133"
Credits,8/19/2019,0.048229,0.054934,0.046369,0.054086,"1,161,269","8,919,236"
Credits,8/18/2019,0.049011,0.055463,0.046979,0.047409,"745,982","7,818,231"
Credits,8/17/2019,0.051173,0.056143,0.045403,0.050951,"698,978","8,402,262"
Credits,8/16/2019,0.051917,0.056861,0.046079,0.04672,"753,596","7,704,609"
Credits,8/15/2019,0.04842,0.054848,0.044297,0.052674,"1,298,823","8,686,473"
Credits,8/14/2019,0.05139,0.057468,0.04664,0.047414,"1,149,975","7,784,081"
Credits,8/13/2019,0.055303,0.05986,0.050721,0.052855,"1,010,956","8,670,924"
Credits,8/12/2019,0.055958,0.058785,0.052884,0.055786,"1,190,772","9,151,753"
Credits,8/11/2019,0.056331,0.059384,0.050728,0.054752,"1,472,870","8,982,088"
Credits,8/10/2019,0.061149,0.063829,0.050488,0.055534,"1,200,334","9,110,503"
Credits,8/9/2019,0.04805,0.063239,0.047467,0.061149,"1,706,340","10,031,526"
Credits,8/8/2019,0.046874,0.052789,0.045247,0.051406,"1,779,626","8,433,286"
Credits,8/7/2019,0.050246,0.054363,0.044881,0.046874,"3,483,221","7,689,814"
Credits,8/6/2019,0.054828,0.056449,0.048918,0.049775,"2,424,219","8,161,668"
Credits,8/5/2019,0.053143,0.058001,0.051511,0.054154,"1,890,654","8,869,430"
Credits,8/4/2019,0.054548,0.057112,0.051615,0.052991,"2,656,703","8,672,537"
Credits,8/3/2019,0.05345,0.057452,0.052169,0.055077,"981,867","9,013,907"
Credits,8/2/2019,0.053128,0.056896,0.051749,0.052995,"1,114,381","8,668,724"
Credits,8/1/2019,0.053312,0.0557,0.052031,0.052923,"1,312,173","8,656,873"
Credits,7/31/2019,0.050184,0.05539,0.049915,0.053513,"831,731","8,753,381"
Credits,7/30/2019,0.051806,0.051806,0.049078,0.050219,"687,348","8,206,847"
Credits,7/29/2019,0.053161,0.053618,0.049325,0.051997,"747,141","8,497,459"
Credits,7/28/2019,0.050683,0.053934,0.048902,0.052757,"532,003","8,621,668"
Credits,7/27/2019,0.053553,0.055025,0.048639,0.050256,"635,716","8,212,812"
Credits,7/26/2019,0.052804,0.054745,0.050258,0.053553,"790,296","8,751,671"
Credits,7/25/2019,0.052324,0.056007,0.051105,0.052804,"684,357","8,617,870"
Credits,7/24/2019,0.051101,0.054933,0.048461,0.053138,"810,115","8,672,332"
Credits,7/23/2019,0.049626,0.05335,0.046547,0.051101,"1,020,494","8,330,840"
Credits,7/22/2019,0.054445,0.056548,0.047701,0.050675,"1,206,424","8,255,792"
Credits,7/21/2019,0.054215,0.056604,0.051942,0.054779,"921,065","8,919,003"
Credits,7/20/2019,0.053735,0.057925,0.052544,0.054215,"877,877","8,827,136"
Credits,7/19/2019,0.056065,0.05632,0.051913,0.054038,"1,112,131","8,798,432"
Credits,7/18/2019,0.052199,0.057132,0.050223,0.056065,"1,275,157","9,121,419"
Credits,7/17/2019,0.048704,0.054237,0.046895,0.051989,"1,235,029","8,458,259"
Credits,7/16/2019,0.051777,0.058014,0.048749,0.049175,"1,296,337","7,994,773"
Credits,7/15/2019,0.05255,0.05853,0.047637,0.052657,"1,205,488","8,560,861"
Credits,7/14/2019,0.063841,0.066631,0.05229,0.053129,"1,099,856","8,637,657"
Credits,7/13/2019,0.062896,0.067443,0.058729,0.060335,"1,339,731","9,809,161"
Credits,7/12/2019,0.061436,0.068346,0.05827,0.062196,"2,590,753","10,111,823"
Credits,7/11/2019,0.062978,0.07174,0.058809,0.062866,"2,186,632","10,220,694"
Credits,7/10/2019,0.069174,0.070996,0.061281,0.062987,"1,681,655","10,223,105"
Credits,7/9/2019,0.077634,0.08333,0.067865,0.069123,"1,850,679","11,218,931"
Credits,7/8/2019,0.073879,0.083816,0.072517,0.076302,"1,826,264","12,372,403"
Credits,7/7/2019,0.070389,0.080565,0.068691,0.073767,"1,014,611","11,961,338"
Credits,7/6/2019,0.070253,0.078985,0.069169,0.070252,"1,564,840","11,384,168"
Credits,7/5/2019,0.071467,0.076933,0.069552,0.070272,"3,258,069","11,387,439"
Credits,7/4/2019,0.077619,0.07917,0.070787,0.071324,"2,226,653","11,557,869"
Credits,7/3/2019,0.076152,0.080415,0.074261,0.077219,"1,667,290","12,513,197"
Credits,7/2/2019,0.077234,0.077705,0.067165,0.07616,"2,888,033","12,332,593"
Credits,7/1/2019,0.077363,0.079934,0.07306,0.077246,"2,223,045","12,503,746"
Credits,6/30/2019,0.070147,0.086856,0.064546,0.077363,"4,803,963","12,515,337"
Credits,6/29/2019,0.070638,0.087923,0.062992,0.077449,"3,231,252","12,529,314"
Credits,6/28/2019,0.067675,0.094787,0.062732,0.070114,"2,216,660","11,342,575"
Credits,6/27/2019,0.07102,0.082422,0.060336,0.067691,"3,818,437","10,950,736"
Credits,6/26/2019,0.079176,0.088971,0.061555,0.07102,"17,004,488","11,489,183"
Credits,6/25/2019,0.076433,0.09163,0.075907,0.079176,"26,769,519","12,808,667"
Credits,6/24/2019,0.080801,0.083828,0.073242,0.076412,"1,594,596","12,361,483"
Credits,6/23/2019,0.076985,0.085767,0.074138,0.080801,"3,465,201","13,071,487"
Credits,6/22/2019,0.084009,0.094052,0.07165,0.074143,"5,292,493","11,994,397"
Credits,6/21/2019,0.083823,0.091277,0.078881,0.081246,"3,089,468","13,143,446"
Credits,6/20/2019,0.084459,0.087571,0.078046,0.084079,"1,923,241","13,591,655"
Credits,6/19/2019,0.085315,0.088169,0.078886,0.084553,"801,460","13,668,273"
Credits,6/18/2019,0.084183,0.08931,0.081349,0.085139,"1,083,618","13,758,180"
Credits,6/17/2019,0.089878,0.102043,0.080135,0.084514,"1,619,511","13,657,225"
Credits,6/16/2019,0.093422,0.104365,0.08354,0.090666,"493,499","14,651,363"
Credits,6/15/2019,0.096185,0.101778,0.079868,0.093422,"1,326,187","15,096,621"
Credits,6/14/2019,0.077694,0.101723,0.077229,0.096816,"2,564,927","15,645,153"
Credits,6/13/2019,0.07993,0.083413,0.075526,0.077338,"2,978,450","12,487,541"
Credits,6/12/2019,0.072111,0.080149,0.071298,0.078915,"2,801,797","12,742,222"
Credits,6/11/2019,0.072584,0.075937,0.065027,0.072536,"2,529,711","11,712,222"
Credits,6/10/2019,0.069649,0.074102,0.067891,0.073906,"2,128,891","11,918,363"
Credits,6/9/2019,0.07456,0.07456,0.06783,0.069934,"2,354,591","11,272,100"
Credits,6/8/2019,0.073734,0.081109,0.071514,0.07456,"2,949,146","12,017,671"
Credits,6/7/2019,0.076768,0.080402,0.072818,0.0735,"2,324,008","11,846,808"
Credits,6/6/2019,0.074092,0.081428,0.072418,0.07592,"2,716,560","12,222,573"
Credits,6/5/2019,0.071067,0.081794,0.070991,0.074087,"3,227,462","11,927,358"
Credits,6/4/2019,0.073739,0.075035,0.069499,0.071067,"2,156,300","11,424,507"
Credits,6/3/2019,0.071303,0.07757,0.068739,0.073656,"2,432,045","11,832,902"
Credits,6/2/2019,0.092809,0.096121,0.070547,0.071311,"2,671,614","11,456,133"
Credits,6/1/2019,0.092116,0.09503,0.078657,0.092809,"2,747,263","14,909,837"
Credits,5/31/2019,0.070037,0.092341,0.069952,0.092079,"3,272,778","14,792,536"
Credits,5/30/2019,0.081727,0.086725,0.069109,0.070037,"2,540,053","11,235,234"
Credits,5/29/2019,0.073741,0.090531,0.07276,0.081727,"2,085,599","13,110,631"
Credits,5/28/2019,0.081232,0.081747,0.07207,0.073781,"1,884,358","11,826,823"
Credits,5/27/2019,0.075039,0.082198,0.073861,0.081133,"1,958,750","13,005,385"
Credits,5/26/2019,0.065791,0.080642,0.064818,0.075034,"1,872,831","12,020,684"
Credits,5/25/2019,0.067452,0.069035,0.064433,0.065791,"1,721,973","10,540,031"
Credits,5/24/2019,0.05957,0.07512,0.058359,0.067452,"1,412,727","10,806,147"
Credits,5/23/2019,0.063672,0.063759,0.056011,0.059594,"1,197,771","9,547,179"
Credits,5/22/2019,0.059228,0.065622,0.058438,0.063672,"1,838,257","10,196,901"
Credits,5/21/2019,0.070378,0.071021,0.057123,0.059228,"2,520,989","9,485,338"
Credits,5/20/2019,0.064179,0.071275,0.062426,0.070351,"1,999,824","11,260,170"
Credits,5/19/2019,0.059889,0.06482,0.059652,0.064179,"1,731,674","10,272,361"
Credits,5/18/2019,0.061815,0.062798,0.059839,0.05992,"1,393,729","9,590,629"
Credits,5/17/2019,0.075469,0.075599,0.058184,0.061815,"1,541,389","9,888,743"
Credits,5/16/2019,0.062124,0.092824,0.059552,0.075456,"2,949,464","12,070,948"
Credits,5/15/2019,0.061799,0.063999,0.057218,0.061919,"2,516,272","9,898,928"
Credits,5/14/2019,0.055679,0.071805,0.055488,0.061851,"2,615,271","9,885,467"
Credits,5/13/2019,0.068449,0.073194,0.054573,0.055685,"1,248,137","8,899,997"
Credits,5/12/2019,0.063799,0.071016,0.058331,0.068449,"2,012,835","10,940,035"
Credits,5/11/2019,0.062532,0.068918,0.06234,0.063603,"1,969,633","10,165,548"
Credits,5/10/2019,0.064804,0.065508,0.061176,0.06246,"1,918,283","9,982,899"
Credits,5/9/2019,0.062161,0.073603,0.061047,0.064819,"1,998,621","10,359,914"
Credits,5/8/2019,0.061898,0.066397,0.060509,0.062229,"1,522,868","9,945,835"
Credits,5/7/2019,0.069083,0.070994,0.060799,0.06191,"1,483,223","9,885,359"
Credits,5/6/2019,0.068158,0.072161,0.060083,0.069963,"1,843,301","11,171,088"
Credits,5/5/2019,0.067277,0.069889,0.060509,0.068439,"2,091,484","10,918,246"
Credits,5/4/2019,0.066652,0.071159,0.061482,0.067439,"2,419,566","10,758,822"
Credits,5/3/2019,0.067725,0.070563,0.059433,0.066652,"2,646,188","10,633,155"
Credits,5/2/2019,0.06793,0.070187,0.063688,0.066892,"2,310,938","10,671,461"
Credits,5/1/2019,0.067601,0.069163,0.064178,0.066707,"2,246,893","10,641,931"
Credits,4/30/2019,0.062005,0.0678,0.060527,0.06705,"1,932,512","10,696,705"
Credits,4/29/2019,0.066348,0.069328,0.061023,0.062536,"1,738,291","9,973,262"
Credits,4/28/2019,0.065552,0.067616,0.060573,0.066731,"1,634,969","10,637,258"
Credits,4/27/2019,0.064066,0.068187,0.061649,0.066225,"1,786,219","10,556,605"
Credits,4/26/2019,0.060888,0.067434,0.057048,0.063702,"1,737,447","10,131,464"
Credits,4/25/2019,0.064908,0.07015,0.055777,0.060948,"1,720,841","9,683,052"
Credits,4/24/2019,0.071625,0.071968,0.056202,0.064419,"3,302,048","10,233,336"
Credits,4/23/2019,0.084094,0.086676,0.070422,0.071456,"4,287,772","11,343,069"
Credits,4/22/2019,0.070656,0.086749,0.066849,0.084446,"2,388,211","13,398,615"
Credits,4/21/2019,0.078965,0.079541,0.069439,0.071711,"2,496,545","11,377,997"
Credits,4/20/2019,0.080737,0.086585,0.074411,0.078544,"3,262,690","12,462,177"
Credits,4/19/2019,0.085297,0.088119,0.074678,0.080737,"3,832,491","12,810,177"
Credits,4/18/2019,0.082202,0.087005,0.072675,0.085001,"2,681,308","13,474,689"
Credits,4/17/2019,0.086959,0.087056,0.077385,0.082076,"2,389,018","13,010,945"
Credits,4/16/2019,0.078178,0.089387,0.077747,0.087182,"2,401,031","13,808,731"
Credits,4/15/2019,0.08832,0.092917,0.068631,0.077937,"2,030,109","12,329,327"
Credits,4/14/2019,0.091179,0.093869,0.079322,0.08832,"3,133,114","13,971,985"
Credits,4/13/2019,0.091032,0.09252,0.08953,0.091179,"2,770,451","14,424,199"
Credits,4/12/2019,0.081615,0.091782,0.077293,0.09107,"2,361,386","14,407,001"
Credits,4/11/2019,0.098055,0.098964,0.078294,0.082393,"2,639,192","13,034,258"
Credits,4/10/2019,0.088604,0.102074,0.088604,0.096116,"2,924,036","15,192,692"
Credits,4/9/2019,0.098825,0.099051,0.088238,0.089217,"2,223,153","14,102,177"
Credits,4/8/2019,0.099979,0.111015,0.088981,0.098825,"2,755,125","15,620,947"
Credits,4/7/2019,0.099583,0.105303,0.080927,0.100071,"2,723,634","15,808,353"
Credits,4/6/2019,0.101023,0.101023,0.089168,0.098818,"3,003,939","15,610,421"
Credits,4/5/2019,0.094116,0.107605,0.062363,0.100965,"2,767,313","15,949,486"
Credits,4/4/2019,0.093243,0.099639,0.081537,0.094819,"2,719,415","14,961,656"
Credits,4/3/2019,0.103028,0.105063,0.083041,0.093266,"2,871,403","14,716,473"
Credits,4/2/2019,0.103743,0.112856,0.093446,0.102695,"3,487,114","16,204,353"
Credits,4/1/2019,0.114388,0.117205,0.094774,0.103327,"3,535,392","16,295,503"
Credits,3/31/2019,0.107525,0.116797,0.098816,0.114438,"2,912,308","18,032,950"
Credits,3/30/2019,0.105422,0.111159,0.101264,0.107525,"3,324,998","16,943,554"
Credits,3/29/2019,0.110238,0.118348,0.089735,0.105224,"2,773,246","16,580,958"
Credits,3/28/2019,0.125823,0.130501,0.106108,0.110238,"3,279,323","17,371,065"
Credits,3/27/2019,0.117171,0.129669,0.113846,0.125823,"4,663,662","19,808,815"
Credits,3/26/2019,0.104854,0.117188,0.103053,0.115581,"3,204,761","18,178,371"
Credits,3/25/2019,0.115686,0.116105,0.10251,0.103791,"3,319,583","16,323,943"
Credits,3/24/2019,0.11782,0.123495,0.10633,0.115621,"4,507,708","18,166,820"
Credits,3/23/2019,0.112109,0.117934,0.101652,0.117626,"2,957,379","18,481,876"
Credits,3/22/2019,0.096286,0.116111,0.08183,0.112911,"2,549,991","17,740,975"
Credits,3/21/2019,0.097669,0.099423,0.080725,0.096211,"2,559,763","15,099,274"
Credits,3/20/2019,0.100583,0.103254,0.09593,0.097638,"4,594,347","15,323,277"
Credits,3/19/2019,0.103231,0.106584,0.095192,0.100212,"1,892,127","15,727,213"
Credits,3/18/2019,0.106263,0.106873,0.090441,0.103324,"2,177,552","16,215,622"
Credits,3/17/2019,0.108182,0.112484,0.104982,0.106197,"222,333","16,647,513"
Credits,3/16/2019,0.094085,0.10867,0.093764,0.10867,"197,363","17,035,225"
Credits,3/15/2019,0.102189,0.104466,0.093556,0.093658,"194,582","14,681,809"
Credits,3/14/2019,0.107985,0.109738,0.092884,0.101993,"2,358,296","15,963,693"
Credits,3/13/2019,0.091079,0.108347,0.09013,0.107173,"3,102,054","16,774,349"
Credits,3/12/2019,0.084699,0.093258,0.080303,0.090745,"3,050,820","14,084,504"
Credits,3/11/2019,0.077533,0.093977,0.074851,0.08421,"2,442,520","13,070,297"
Credits,3/10/2019,0.071905,0.077793,0.068963,0.077724,"1,612,299","12,063,490"
Credits,3/9/2019,0.069461,0.072524,0.066057,0.071612,"1,443,930","11,114,944"
Credits,3/8/2019,0.070077,0.071801,0.068072,0.069173,"2,154,931","10,736,291"
Credits,3/7/2019,0.064208,0.071504,0.064191,0.070658,"2,015,017","10,966,798"
Credits,3/6/2019,0.063264,0.065155,0.062714,0.06404,"1,017,209","9,939,632"
Credits,3/5/2019,0.059862,0.063745,0.058894,0.063745,"829,944","9,893,816"
Credits,3/4/2019,0.060854,0.061082,0.058314,0.059691,"1,036,230","9,264,701"
Credits,3/3/2019,0.060434,0.061664,0.059861,0.060927,"731,963","9,456,516"
Credits,3/2/2019,0.061261,0.06253,0.056742,0.060535,"1,230,506","9,395,645"
Credits,3/1/2019,0.059758,0.063319,0.055922,0.061213,"1,260,856","9,500,900"
Credits,2/28/2019,0.062065,0.06511,0.058182,0.059118,"935,819","9,175,772"
Credits,2/27/2019,0.064982,0.06549,0.059543,0.061713,"1,144,742","9,578,437"
Credits,2/26/2019,0.064255,0.065926,0.062058,0.065597,"1,273,903","10,181,248"
Credits,2/25/2019,0.061771,0.06601,0.061513,0.063789,"1,292,215","9,900,642"
Credits,2/24/2019,0.074155,0.077532,0.062134,0.06271,"815,654","9,733,185"
Credits,2/23/2019,0.072184,0.075306,0.069867,0.074556,"997,655","11,571,782"
Credits,2/22/2019,0.070308,0.073573,0.066449,0.072033,"1,117,890","11,180,217"
Credits,2/21/2019,0.072788,0.072788,0.068725,0.070671,"1,371,629","10,968,868"
Credits,2/20/2019,0.062126,0.07339,0.057679,0.072763,"1,119,045","11,210,036"
Credits,2/19/2019,0.065248,0.072167,0.060875,0.06198,"1,240,776","9,548,817"
Credits,2/18/2019,0.060694,0.070324,0.058132,0.063341,"952,821","9,758,371"
Credits,2/17/2019,0.06278,0.067671,0.056764,0.061557,"784,088","9,483,569"
Credits,2/16/2019,0.063693,0.064195,0.061499,0.062699,"771,608","9,659,467"
Credits,2/15/2019,0.057573,0.066247,0.057243,0.063793,"1,096,896","9,828,039"
Credits,2/14/2019,0.061498,0.062665,0.056522,0.058406,"1,040,195","8,998,089"
Credits,2/13/2019,0.063184,0.064997,0.058443,0.061707,"1,108,918","9,506,758"
Credits,2/12/2019,0.061576,0.064017,0.058227,0.062793,"1,465,474","9,673,976"
Credits,2/11/2019,0.069218,0.069218,0.060079,0.061434,"1,195,178","9,464,672"
Credits,2/10/2019,0.065383,0.06985,0.06321,0.068753,"1,248,795","10,592,155"
Credits,2/9/2019,0.068218,0.068241,0.063129,0.064882,"1,599,643","9,995,771"
Credits,2/8/2019,0.058821,0.069435,0.057401,0.068485,"1,166,596","10,550,917"
Credits,2/7/2019,0.05595,0.060794,0.053697,0.057262,"836,627","8,821,909"
Credits,2/6/2019,0.055981,0.058026,0.053445,0.057186,"913,830","8,810,141"
Credits,2/5/2019,0.056632,0.058258,0.054953,0.056806,"1,120,710","8,702,717"
Credits,2/4/2019,0.055475,0.059003,0.054025,0.055335,"914,668","8,477,396"
Credits,2/3/2019,0.058585,0.060171,0.053325,0.055379,"738,729","8,484,022"
Credits,2/2/2019,0.057708,0.059828,0.056418,0.058779,"714,482","9,004,966"
Credits,2/1/2019,0.055989,0.061296,0.054602,0.058038,"831,734","8,891,449"
Credits,1/31/2019,0.060631,0.062492,0.055643,0.056504,"1,178,176","8,656,353"
Credits,1/30/2019,0.059485,0.063385,0.056659,0.060192,"899,861","9,221,375"
Credits,1/29/2019,0.061737,0.06268,0.05365,0.058622,"1,029,893","8,980,928"
Credits,1/28/2019,0.066151,0.066526,0.054039,0.061879,"904,983","9,479,909"
Credits,1/27/2019,0.060932,0.070235,0.058408,0.066098,"1,087,389","10,126,231"
Credits,1/26/2019,0.062802,0.070546,0.053872,0.061341,"1,097,427","9,397,483"
Credits,1/25/2019,0.066502,0.067717,0.056591,0.063318,"1,223,233","9,700,392"
Credits,1/24/2019,0.068276,0.072953,0.057447,0.066223,"1,053,097","10,145,311"
Credits,1/23/2019,0.065373,0.075493,0.062297,0.068386,"1,137,679","10,476,805"
Credits,1/22/2019,0.071199,0.074022,0.064332,0.065072,"989,840","9,969,082"
Credits,1/21/2019,0.073609,0.075564,0.065398,0.072263,"1,171,586","11,070,648"
Credits,1/20/2019,0.075283,0.080772,0.068813,0.073562,"1,560,242","11,269,657"
Credits,1/19/2019,0.075608,0.080236,0.070995,0.073888,"5,094,308","11,319,713"
Credits,1/18/2019,0.075228,0.079857,0.071565,0.07483,"1,482,346","11,463,952"
Credits,1/17/2019,0.07946,0.079707,0.070636,0.075107,"1,452,577","11,506,371"
Credits,1/16/2019,0.075821,0.084551,0.044902,0.079236,"1,480,201","12,138,983"
Credits,1/15/2019,0.084574,0.08872,0.070886,0.073678,"1,310,656","11,287,424"
Credits,1/14/2019,0.085536,0.092562,0.072148,0.084842,"986,029","12,997,787"
Credits,1/13/2019,0.081862,0.086034,0.075597,0.084921,"963,858","13,009,919"
Credits,1/12/2019,0.078917,0.095998,0.077531,0.08218,"1,068,928","12,589,957"
Credits,1/11/2019,0.082807,0.096601,0.074756,0.079852,"1,326,251","12,233,317"
Credits,1/10/2019,0.091612,0.0957,0.076405,0.082261,"1,240,815","12,602,335"
Credits,1/9/2019,0.086675,0.098872,0.085994,0.09099,"1,149,245","13,869,972"
Credits,1/8/2019,0.094367,0.099588,0.086069,0.086671,"716,309","13,211,693"
Credits,1/7/2019,0.095692,0.107135,0.094293,0.094859,"3,141,456","14,459,801"
Credits,1/6/2019,0.097764,0.09821,0.091189,0.095194,"2,789,579","14,510,835"
Credits,1/5/2019,0.09722,0.100424,0.091234,0.096605,"2,892,831","14,725,960"
Credits,1/4/2019,0.0883,0.097058,0.087557,0.096701,"1,725,282","14,740,489"
Credits,1/3/2019,0.096297,0.099346,0.088083,0.088271,"930,897","13,455,464"
Credits,1/2/2019,0.103396,0.116055,0.09274,0.095894,"607,622","14,617,523"
Credits,1/1/2019,0.098158,0.106661,0.090919,0.102876,"1,267,652","15,681,832"
Credits,12/31/2018,0.098298,0.102188,0.092245,0.097268,"1,135,625","14,827,012"
Credits,12/30/2018,0.09273,0.108629,0.090284,0.097301,"924,430","14,831,919"
Credits,12/29/2018,0.117933,0.118631,0.093222,0.093421,"732,297","14,240,526"
Credits,12/28/2018,0.087106,0.11753,0.086949,0.116546,"1,371,216","17,765,539"
